City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,lagoa,20,PT,1567691133,48,37.14,-8.45,87.01,9.17
386,ponta delgada,40,PT,1567691133,69,37.73,-25.67,75.2,16.11
387,tazovskiy,100,RU,1567691134,78,67.47,78.7,50.63,9.71
388,darovskoy,100,RU,1567691134,82,58.77,47.96,57.83,2.39
389,caruray,100,PH,1567691134,77,10.31,119.01,82.85,7.0
390,ranong,100,TH,1567691113,80,9.96,98.62,81.77,11.23
391,dukat,0,AL,1567691134,38,40.25,19.57,84.99,5.01
392,beloha,0,MG,1567691134,48,-25.17,45.06,75.65,10.6
393,maniitsoq,100,GL,1567691135,96,65.42,-52.9,40.19,18.79
394,catio,4,GW,1567691135,78,11.28,-15.25,82.13,12.84
395,thinadhoo,66,MV,1567691135,77,0.53,72.93,83.21,10.92
396,tarko-sale,98,RU,1567691135,87,64.92,77.78,53.01,6.26
397,rock sound,0,BS,1567691084,80,24.9,-76.2,84.11,15.03
398,pocone,50,BR,1567691136,25,-16.26,-56.62,101.93,5.28
399,terrace bay,75,CA,1567691136,93,48.78,-87.1,55.4,2.24
400,bonavista,88,CA,1567691064,76,48.65,-53.11,66.0,5.01
401,tabou,69,CI,1567691138,79,4.42,-7.36,79.25,9.33
402,mandera,23,ET,1567691138,36,3.94,41.86,88.79,15.21
403,swellendam,75,ZA,1567691064,55,-34.02,20.44,60.8,23.04
404,malangwa,86,CD,1567691139,41,-2.84,17.57,91.85,3.33
405,adilcevaz,40,TR,1567691139,29,38.8,42.73,79.0,11.41
406,rio grande,0,BR,1567691139,62,-32.03,-52.1,52.0,11.41
407,sezana,5,SI,1567691140,35,45.71,13.87,87.8,13.87
408,batagay,48,RU,1567691140,94,67.65,134.64,37.31,1.14
409,casper,1,US,1567690968,44,42.87,-106.31,57.2,8.05
410,dzaoudzi,0,YT,1567691141,74,-12.79,45.27,82.4,9.17
411,huarmey,100,PE,1567691141,90,-10.07,-78.15,60.35,9.82
412,madinat sittah uktubar,0,EG,1567691141,32,29.82,31.05,95.0,10.29
413,krasnyy chikoy,71,RU,1567691141,80,50.36,108.75,55.31,4.03
414,ciudad bolivar,5,VE,1567691142,58,8.12,-63.55,90.41,8.3
415,bafoulabe,13,ML,1567691142,56,13.81,-10.83,91.13,4.7
416,altamirano,90,AR,1567691142,65,-35.36,-58.15,51.01,13.87
417,bandarbeyla,24,SO,1567691142,67,9.49,50.81,79.25,29.19
418,thompson,75,CA,1567691143,51,55.74,-97.86,32.0,3.31
419,anadyr,75,RU,1567691143,93,64.73,177.51,42.8,2.24
420,dwarka,75,IN,1567691143,66,28.58,77.04,91.0,3.36
421,kalmunai,77,LK,1567691143,69,7.42,81.82,80.15,4.41
422,jiuquan,72,CN,1567691143,20,39.73,98.49,77.09,6.17
423,hualmay,100,PE,1567691144,90,-11.1,-77.61,60.53,9.73
424,batagay-alyta,100,RU,1567691144,94,67.8,130.41,36.77,0.83
425,arauco,90,CL,1567691144,93,-37.25,-73.32,50.0,10.29
426,avdon,40,IL,1567691145,58,33.05,35.18,91.4,10.29
427,pangnirtung,75,CA,1567691145,61,66.15,-65.72,46.4,2.24
428,shingu,74,JP,1567691145,97,33.72,135.99,67.91,6.11
429,novska,40,HR,1567691145,50,45.34,16.98,77.0,4.7
430,salinopolis,17,BR,1567691145,78,-0.61,-47.36,80.51,17.43
431,palizada,5,MX,1567691146,78,18.25,-92.09,82.4,18.34
432,port blair,75,IN,1567691146,88,11.67,92.75,80.6,13.87
433,olinda,90,AU,1567691146,76,-37.84,145.39,57.2,3.36
434,buchanan,75,LR,1567691146,83,5.88,-10.05,84.2,6.93
435,springbok,0,ZA,1567691147,25,-29.67,17.88,79.25,17.2
436,port hedland,3,AU,1567691147,82,-20.31,118.58,68.0,6.93
437,kuruman,100,ZA,1567691147,16,-27.46,23.43,80.01,7.76
438,half moon bay,90,US,1567691147,100,37.46,-122.43,63.0,9.17
439,kvarkeno,73,RU,1567691147,65,52.08,59.73,54.59,5.77
440,george town,75,MY,1567691148,79,5.42,100.33,84.2,3.89
441,saskylakh,100,RU,1567691148,65,71.97,114.09,39.11,12.77
442,davila,100,PH,1567691148,82,18.47,120.58,82.13,29.77
443,diedorf,90,DE,1567691148,71,48.35,10.78,62.01,8.05
444,chuy,78,UY,1567691149,58,-33.69,-53.46,49.01,6.15
445,kolondieba,65,ML,1567691151,76,11.09,-6.89,83.21,4.85
446,irbeyskoye,0,RU,1567691151,82,55.64,95.45,47.57,3.13
447,teknaf,100,BD,1567691151,82,20.86,92.31,83.39,17.6
448,ankara,75,TR,1567691151,33,39.92,32.85,81.0,5.82
449,lakes entrance,100,AU,1567691152,91,-37.88,147.99,48.99,9.31
450,bom jesus,0,BR,1567691152,22,-9.08,-44.36,97.97,6.51
451,agapovka,90,RU,1567691152,54,53.3,59.13,57.2,13.42
452,tiznit,0,MA,1567691152,77,29.7,-9.73,68.99,5.12
453,helena,1,US,1567690946,54,46.59,-112.04,54.0,1.48
454,mastic beach,1,US,1567691153,63,40.77,-72.85,68.0,6.93
455,bayji,0,IQ,1567691153,12,34.93,43.49,99.41,5.3
456,abonnema,100,NG,1567691153,75,4.71,6.79,81.41,11.45
457,bathsheba,40,BB,1567691153,74,13.22,-59.52,86.0,9.17
458,marawi,100,PH,1567691154,90,8.0,124.29,79.0,4.0
459,padang,0,ID,1567691154,85,-0.92,100.36,81.77,18.52
460,yulara,0,AU,1567691155,35,-25.24,130.99,69.8,20.8
461,katherine,70,AU,1567691025,31,-14.47,132.26,78.8,10.29
462,biak,100,ID,1567691155,97,-0.91,122.88,63.23,3.47
463,anloga,20,GH,1567691155,74,5.79,0.9,84.2,17.22
464,swan hill,84,AU,1567691155,85,-35.34,143.56,51.17,14.36
465,faya,75,SA,1567691156,9,18.39,42.45,91.4,16.11
466,marzuq,100,YE,1567691156,20,14.4,46.47,90.95,15.97
467,hammerfest,75,NO,1567691156,76,70.66,23.68,53.6,9.17
468,batsfjord,0,NO,1567691157,71,70.63,29.72,53.6,6.93
469,groningen,20,NL,1567691157,55,53.22,6.57,63.0,18.34
470,mazara del vallo,20,IT,1567691157,78,37.65,12.59,82.4,14.99
471,kibala,20,TD,1567691158,62,9.11,18.35,87.8,6.93
472,miri,24,NG,1567691158,44,10.31,9.75,91.13,5.68
473,portobelo,75,PA,1567691158,94,9.55,-79.65,77.0,4.7
474,labuhan,70,ID,1567691158,84,-2.54,115.51,74.03,2.1
475,miyako,75,JP,1567691158,83,33.63,130.94,82.0,16.11
476,lahaina,1,US,1567691097,74,20.87,-156.68,80.6,14.99
477,khardaha,40,IN,1567691159,89,22.72,88.38,84.2,4.7
478,xinmin,0,CN,1567691159,100,42.0,122.83,69.8,6.71
479,koumac,0,NC,1567691159,70,-20.56,164.28,69.17,15.28
480,bantou,0,CN,1567691160,94,26.22,117.49,70.61,1.86
481,norman wells,90,CA,1567691011,100,65.28,-126.83,46.4,3.36
482,pundaguitan,100,PH,1567691160,82,6.37,126.17,82.13,3.47
483,zychlin,0,PL,1567691160,36,52.24,19.63,80.01,11.41
484,baia,90,BR,1567691160,62,-26.98,-48.74,59.0,8.05
485,san ramon,40,NI,1567691160,88,12.92,-85.84,68.0,4.7
486,carmen,90,PH,1567691147,83,7.36,125.71,82.4,1.01
487,manokwari,87,ID,1567691161,80,-0.87,134.08,72.95,5.48
488,santo antonio do ica,39,BR,1567691161,52,-3.1,-67.94,91.31,3.87
489,isla mujeres,20,MX,1567690925,100,21.23,-86.73,82.4,4.92
490,quang ngai,99,VN,1567691164,93,15.12,108.8,72.41,2.48
491,aksarka,61,RU,1567691164,82,66.56,67.8,54.59,10.22
492,celestun,0,MX,1567691164,80,20.87,-90.4,80.15,6.71
493,miquelon,90,PM,1567691165,100,47.1,-56.38,62.6,24.16
494,bowen,0,AU,1567691165,81,-20.01,148.25,59.0,1.12
495,beyneu,0,KZ,1567691165,29,45.32,55.19,68.09,8.86
496,key west,75,US,1567691165,93,47.93,-96.78,62.6,10.29
497,vostok,0,RU,1567691166,94,46.45,135.83,60.17,3.96
498,yongan,69,CN,1567691166,59,39.7,113.69,63.95,3.67
499,novoanninskiy,0,RU,1567691166,32,50.53,42.67,75.99,1.99
500,bukachacha,100,RU,1567691166,80,52.99,116.91,51.53,2.21
501,villa carlos paz,40,AR,1567691167,49,-31.42,-64.5,50.0,11.41
502,kolokani,100,ML,1567691167,62,13.58,-8.03,88.79,1.77
503,petrolina de goias,0,BR,1567691167,18,-16.09,-49.34,87.8,13.87
504,bukama,3,CD,1567691168,16,-9.2,25.85,95.99,5.03
505,srednekolymsk,100,RU,1567691168,52,67.46,153.71,46.67,11.45
506,belaya gora,100,RU,1567691168,70,68.54,146.19,43.43,5.41
507,rosario oeste,11,BR,1567691168,17,-14.84,-56.43,106.25,3.29
508,puri,86,ID,1567691168,80,-7.54,112.45,71.87,13.35
509,canon city,1,US,1567691169,93,39.46,-117.13,46.4,3.71
510,moree,0,AU,1567691169,19,-29.46,149.84,57.2,10.29
511,putina,75,PE,1567691169,75,-14.91,-69.87,44.6,1.12
512,salalah,75,OM,1567691170,83,17.01,54.1,82.4,13.87
513,hidalgotitlan,40,MX,1567691170,83,17.78,-94.63,82.4,6.06
514,aitape,100,PG,1567691170,85,-3.15,142.36,73.85,3.31
515,touros,75,BR,1567691170,69,-5.2,-35.46,82.4,9.17
516,ust-kut,18,RU,1567691170,95,56.78,105.75,43.43,5.23
517,chapais,90,CA,1567691171,87,49.78,-74.86,46.4,10.29
518,mombaca,10,BR,1567691171,36,-5.74,-39.63,90.77,9.33
519,boende,100,CD,1567691171,56,-0.28,20.88,85.19,0.78
520,el estor,59,GT,1567691171,60,15.53,-89.34,85.19,1.61
521,grand gaube,40,MU,1567691172,69,-20.01,57.66,75.2,11.41
522,san jeronimo,90,PE,1567691172,328,-13.65,-73.37,37.4,7.0
523,mayo,40,CA,1567691173,93,63.59,-135.9,35.6,2.24
524,weatherford,1,US,1567690940,73,32.76,-97.8,81.0,4.7
525,stykkisholmur,100,IS,1567691173,77,65.08,-22.73,50.63,11.32
526,centralia,1,US,1567691173,100,46.72,-122.96,59.0,3.36
527,ornskoldsvik,75,SE,1567691174,82,63.29,18.72,60.8,13.87
528,torbay,75,CA,1567691174,83,47.66,-52.73,71.01,18.34
529,keila,20,EE,1567691177,56,59.31,24.42,69.8,16.11
530,miaray,100,PH,1567691177,24,7.57,125.04,77.0,1.01
531,tommot,94,RU,1567691177,87,58.97,126.27,46.67,2.01
532,leh,0,IN,1567691177,20,34.16,77.58,52.97,4.83
533,alice springs,48,AU,1567691178,11,-23.7,133.88,77.0,9.17
534,xingcheng,4,CN,1567691178,82,40.62,120.71,67.37,4.88
535,voh,0,NC,1567691178,69,-20.95,164.69,67.37,12.01
536,necochea,100,AR,1567691179,60,-38.55,-58.74,46.0,5.01
